Word,Cognate_Set,Language,Language_No,Word_form
THIN,1,Byelorussian,49-0,CENKI
THIN,1,Polish,50-0,CIENKI
THIN,1,Russian,51-0,TONKIJ
THIN,1,Macedonian,52-0,TENOK
THIN,1,Macedonian,52-1,TANOK
THIN,1,Bulgarian,53-0,TENKO
THIN,1,Serbocroatian,54-0,TANAK
THIN,1,Kashmiri,57-0,TONU
THIN,1,Tadzik,77-0,TUNUK
THIN,1,Wakhi,79-0,TENUK
THIN,1,Irish_A,01-0,TANAI
THIN,1,Irish_B,02-0,TANUIGHIM
THIN,1,Welsh_N,03-0,TENAU
THIN,1,Welsh_C,04-0,TENAU
THIN,1,Breton_List,05-0,TANO
THIN,1,Breton_SE,06-0,TENAU
THIN,1,Breton_ST,07-0,TANAV
THIN,1,Walloon,14-0,TENE
THIN,1,German_ST,24-0,DUNN
THIN,1,Penn_Dutch,25-0,DIN
THIN,1,Dutch_List,26-0,DUN
THIN,1,Afrikaans,27-0,DUN
THIN,1,Flemish,28-0,DUN
THIN,1,Frisian,29-0,TIN
THIN,1,Swedish_Up,30-0,TUNN
THIN,1,Swedish_VL,31-0,TON
THIN,1,Swedish_List,32-0,TUNN
THIN,1,Danish,33-0,TYND
THIN,1,Riksmal,34-0,TYNN
THIN,1,Icelandic_ST,35-0,THUNNR
THIN,1,Faroese,36-0,TUNNUR
THIN,1,English,37-0,THIN
THIN,1,Latvian,41-0,TIEVS
THIN,1,Ossetic,73-0,TAENAEG
THIN,2,Albanian_T,80-0,I-HOLLE
THIN,2,Albanian_Top,81-0,HOLE
THIN,2,Albanian_G,82-0,HOLL
THIN,2,Albanian_K,83-0,XOU
THIN,2,ALbanian_C,84-0,I-XOGH
THIN,3,Marathi,58-0,PATEL
THIN,3,Gujarati,59-0,PATLU
THIN,3,Panjabi_ST,60-0,PETLA
THIN,3,Lahnda,61-0,PETLA
THIN,3,Hindi,62-0,PETLA
THIN,3,Bengali,63-0,PATLA
THIN,3,Nepali_List,64-0,PATALO
THIN,4,Provencal,12-0,MINCE
THIN,4,Provencal,12-1,INCO
THIN,4,French,13-0,MINCE
THIN,4,French_Creole_C,15-0,MES
THIN,4,French_Creole_D,16-0,MES
THIS,1,Breton_List,05-0,AN-DRA-MAN
THIS,1,Breton_List,05-1,KEMENT-MAN
THIS,1,Breton_SE,06-0,EN-MEN
THIS,1,Breton_ST,07-0,AN-MAN
THIS,2,Afghan,74-0,DA
THIS,2,Afghan,74-1,DAGA
THIS,2,Waziri,75-0,DAI
THIS,2,Waziri,75-1,DA
THIS,2,Waziri,75-2,DAGHA
THIS,3,Albanian_T,80-0,KJO
THIS,3,Albanian_Top,81-0,KY
THIS,3,Albanian_Top,81-1,KJO
THIS,3,Albanian_G,82-0,KY
THIS,3,Albanian_K,83-0,KII
THIS,3,ALbanian_C,84-0,KI
THIS,4,Greek_ML,66-0,AUTOS
THIS,4,Greek_MD,67-0,AUTOS
THIS,4,Greek_Mod,68-0,AFTOS
THIS,4,Greek_D,69-0,AUTO
THIS,4,Greek_K,70-0,AUTO
THIS,5,Romanian_List,08-0,ACEST
THIS,5,Vlach,09-0,AESTU
THIS,5,Italian,10-0,QUESTO
THIS,5,Ladin,11-0,QUAIST
THIS,5,Ladin,11-1,QUIST
THIS,5,Sardinian_N,17-0,KUSTU
THIS,5,Sardinian_L,18-0,CUSTU
THIS,5,Sardinian_C,19-0,KUSTU
THIS,5,Spanish,20-0,ESTE
THIS,5,Portuguese_ST,21-0,ESTE
THIS,5,Portuguese_ST,21-1,ISTO
THIS,5,Brazilian,22-0,ESTE
THIS,5,Catalan,23-0,AQUEST
THIS,5,Catalan,23-1,EST
THIS,6,Ukrainian,48-0,CEJ
THIS,6,Ukrainian,48-1,CJA
THIS,6,Ukrainian,48-2,CE
THIS,6,Slovenian,42-0,TU
THIS,6,Lusatian_L,43-0,TEN
THIS,6,Lusatian_U,44-0,TON
THIS,6,Czech,45-0,TO-TENTO
THIS,6,Slovak,46-0,TEN
THIS,6,Slovak,46-1,TA
THIS,6,Slovak,46-2,TO
THIS,6,Czech_E,47-0,TOTO
THIS,6,Byelorussian,49-0,HETA
THIS,6,Polish,50-0,TEN
THIS,6,Russian,51-0,ETOT
THIS,6,Bulgarian,53-0,TOVA
THIS,6,Bengali,63-0,ETA
THIS,7,Lithuanian_O,39-0,SIS
THIS,7,Lithuanian_ST,40-0,SIS
THIS,7,Lithuanian_ST,40-1,SITAS
THIS,7,Latvian,41-0,SIS
THIS,7,Faroese,36-0,HETTA
THIS,7,German_ST,24-0,DIESER
THIS,7,Penn_Dutch,25-0,DAIIR
THIS,7,Dutch_List,26-0,DEZE
THIS,7,Dutch_List,26-1,DIT
THIS,7,Afrikaans,27-0,DIE
THIS,7,Afrikaans,27-1,DIT
THIS,7,Afrikaans,27-2,NIERDIE
THIS,7,Flemish,28-0,DIT
THIS,7,Flemish,28-1,DEZE
THIS,7,Frisian,29-0,DY
THIS,7,Frisian,29-1,DIT
THIS,7,Frisian,29-2,DITTE
THIS,7,Danish,33-0,DENNE
THIS,7,Danish,33-1,DETTE
THIS,7,Riksmal,34-0,DENNE
THIS,7,Riksmal,34-1,DETTE
THIS,7,Icelandic_ST,35-0,THESSI
THIS,7,Icelandic_ST,35-1,THETTA
THIS,7,English,37-0,THIS
THIS,7,Sranan,38-0,DISI
THIS,7,Sranan,38-1,DI
THIS,8,French,13-0,CECI
THIS,8,French_Creole_C,15-0,SA
THIS,8,French_Creole_D,16-0,SA
THIS,9,Kashmiri,57-0,ATH
THIS,9,Kashmiri,57-1,YIH
THIS,9,Gujarati,59-0,A
THIS,9,Panjabi_ST,60-0,E
THIS,9,Lahnda,61-0,E
THIS,9,Hindi,62-0,YEH
THIS,9,Nepali_List,64-0,YO
THIS,9,Khaskura,65-0,YO
THIS,10,Marathi,58-0,HA
THIS,10,Persian_List,76-0,IN
THIS,10,Tadzik,77-0,XAMIN
THIS,10,Baluchi,78-0,HAM-ESH
THIS,10,Wakhi,79-0,YEM
THIS,10,Wakhi,79-1,HAEIEM
THIS,11,Macedonian,52-0,TOJ
THIS,11,Macedonian,52-1,OBOJ
THIS,11,Serbocroatian,54-0,OVAJ
THIS,11,Romani,55-0,KOVA
THOU,1,Dutch_List,26-0,GIJ
THOU,1,Dutch_List,26-1,JE
THOU,1,Afrikaans,27-0,JY
THOU,1,Flemish,28-0,GY
THOU,2,French_Creole_C,15-0,W
THOU,2,French_Creole_D,16-0,U
THOU,2,Afrikaans,27-0,U
THOU,2,Flemish,28-0,U
THOU,3,Icelandic_ST,35-0,THU
THOU,3,English,37-0,THOU
THOU,3,Sranan,38-0,JOE
THOU,3,Baluchi,78-0,THAU
THOU,3,Irish_A,01-0,TU
THOU,3,Irish_B,02-0,TU
THOU,3,Irish_B,02-1,TUSA
THOU,3,Welsh_N,03-0,TI
THOU,3,Welsh_C,04-0,TI
THOU,3,Breton_List,05-0,TE
THOU,3,Breton_SE,06-0,TE
THOU,3,Breton_ST,07-0,TE
THOU,3,Romanian_List,08-0,TU
THOU,3,Vlach,09-0,TINE
THOU,3,Italian,10-0,TU
THOU,3,Ladin,11-0,TU
THOU,3,Provencal,12-0,TU
THOU,3,Provencal,12-1,TE
THOU,3,French,13-0,TU
THOU,3,Walloon,14-0,TI
THOU,3,Sardinian_N,17-0,TUE
THOU,3,Sardinian_L,18-0,TUE
THOU,3,Sardinian_C,19-0,TUI
THOU,3,Spanish,20-0,TU
THOU,3,Portuguese_ST,21-0,TU
THOU,3,Brazilian,22-0,TU
THOU,3,Catalan,23-0,TEU
THOU,3,Catalan,23-1,TON
THOU,3,Catalan,23-2,TA
THOU,3,Faroese,36-0,TU
THOU,3,Lithuanian_O,39-0,TU
THOU,3,Lithuanian_ST,40-0,TU
THOU,3,Latvian,41-0,TU
THOU,3,Lusatian_L,43-0,TY
THOU,3,Lusatian_U,44-0,TY
THOU,3,Czech,45-0,TY
THOU,3,Slovak,46-0,TY
THOU,3,Czech_E,47-0,TI
THOU,3,Ukrainian,48-0,TY
THOU,3,Byelorussian,49-0,TY
THOU,3,Polish,50-0,TY
THOU,3,Russian,51-0,TY
THOU,3,Macedonian,52-0,TI
THOU,3,Bulgarian,53-0,TI
THOU,3,Serbocroatian,54-0,TI
THOU,3,Romani,55-0,TU
THOU,3,Marathi,58-0,TU
THOU,3,Gujarati,59-0,TU
THOU,3,Panjabi_ST,60-0,TU
THOU,3,Lahnda,61-0,TU
THOU,3,Hindi,62-0,TU
THOU,3,Bengali,63-0,TUMI
THOU,3,Nepali_List,64-0,TA
THOU,3,Nepali_List,64-1,TIMI
THOU,3,Khaskura,65-0,T
THOU,3,Afghan,74-0,TE
THOU,3,Waziri,75-0,TE
THOU,3,Persian_List,76-0,TO
THOU,3,Tadzik,77-0,TU
THOU,3,Wakhi,79-0,TU
THOU,3,Albanian_T,80-0,TI
THOU,3,Albanian_Top,81-0,TI
THOU,3,Albanian_G,82-0,TI
THOU,3,Albanian_K,83-0,TI
THOU,3,ALbanian_C,84-0,TI
THOU,4,German_ST,24-0,DU
THOU,4,Penn_Dutch,25-0,DU
THOU,4,Frisian,29-0,DOU
THOU,4,Frisian,29-1,DU
THOU,4,Swedish_Up,30-0,DU
THOU,4,Swedish_VL,31-0,DU
THOU,4,Swedish_List,32-0,DU
THOU,4,Danish,33-0,DU
THOU,4,Riksmal,34-0,DU
THOU,4,Armenian_Mod,71-0,DU
THOU,4,Ossetic,73-0,DY
THOU,5,Greek_ML,66-0,ESU
THOU,5,Greek_MD,67-0,ESU
THOU,5,Greek_MD,67-1,SE
THOU,5,Greek_Mod,68-0,ESI
THOU,5,Greek_D,69-0,ESU
THOU,5,Greek_D,69-1,SU
THOU,5,Greek_K,70-0,ESU
THOU,5,Greek_K,70-1,SO
THREE,1,Irish_A,01-0,TRI
THREE,1,Irish_B,02-0,TRI
THREE,1,Welsh_N,03-0,TRI
THREE,1,Welsh_C,04-0,TRI
THREE,1,Breton_List,05-0,TRI
THREE,1,Breton_SE,06-0,TRI
THREE,1,Breton_ST,07-0,TRI
THREE,1,Romanian_List,08-0,TREI
THREE,1,Vlach,09-0,TRE
THREE,1,Italian,10-0,TRE
THREE,1,Ladin,11-0,TRAIS
THREE,1,Provencal,12-0,TRES
THREE,1,French,13-0,TROIS
THREE,1,Walloon,14-0,TREUS
THREE,1,Sardinian_N,17-0,TRES
THREE,1,Sardinian_L,18-0,TRES
THREE,1,Sardinian_C,19-0,TRESI
THREE,1,Spanish,20-0,TRES
THREE,1,Portuguese_ST,21-0,TRES
THREE,1,Brazilian,22-0,TRES
THREE,1,Catalan,23-0,TRES
THREE,1,German_ST,24-0,DREI
THREE,1,Penn_Dutch,25-0,DREI
THREE,1,Dutch_List,26-0,DRIE
THREE,1,Afrikaans,27-0,DRIE
THREE,1,Flemish,28-0,DRIE
THREE,1,Frisian,29-0,TRIJE
THREE,1,Swedish_Up,30-0,TRE
THREE,1,Swedish_VL,31-0,TRI
THREE,1,Swedish_List,32-0,TRE
THREE,1,Danish,33-0,TRE
THREE,1,Riksmal,34-0,TRE
THREE,1,Icelandic_ST,35-0,THRIR
THREE,1,Faroese,36-0,TRIGGIR
THREE,1,English,37-0,THREE
THREE,1,Sranan,38-0,DRI
THREE,1,Lithuanian_O,39-0,TRYS
THREE,1,Lithuanian_ST,40-0,TRYS
THREE,1,Latvian,41-0,TRIS
THREE,1,Slovenian,42-0,TRI
THREE,1,Lusatian_L,43-0,TSI
THREE,1,Lusatian_U,44-0,TRI
THREE,1,Czech,45-0,TRI
THREE,1,Slovak,46-0,TRI
THREE,1,Czech_E,47-0,TRI
THREE,1,Ukrainian,48-0,TRY
THREE,1,Byelorussian,49-0,TRY
THREE,1,Polish,50-0,TRZY
THREE,1,Russian,51-0,TRI
THREE,1,Macedonian,52-0,TRI
THREE,1,Bulgarian,53-0,TRI
THREE,1,Serbocroatian,54-0,TRI
THREE,1,Romani,55-0,TRIN
THREE,1,Kashmiri,57-0,TREH
THREE,1,Gujarati,59-0,TRAN
THREE,1,Lahnda,61-0,TRAE
THREE,1,Greek_ML,66-0,TRIA
THREE,1,Greek_MD,67-0,TRIA
THREE,1,Greek_Mod,68-0,TRIA
THREE,1,Greek_D,69-0,TREIS
THREE,1,Greek_D,69-1,TRIA
THREE,1,Greek_K,70-0,TREIS
THREE,1,Greek_K,70-1,TRIA
THREE,1,Afghan,74-0,DRE
THREE,1,Waziri,75-0,DRE
THREE,1,Wakhi,79-0,TROI
THREE,1,Albanian_T,80-0,TRE
THREE,1,Albanian_T,80-1,TRI
THREE,1,Albanian_Top,81-0,TRI
THREE,1,Albanian_G,82-0,TRE
THREE,1,Albanian_K,83-0,TRE
THREE,1,ALbanian_C,84-0,TRI
THREE,2,Singhalese,56-0,TUNA
THREE,2,Marathi,58-0,TIN
THREE,2,Panjabi_ST,60-0,TINN
THREE,2,Hindi,62-0,TIN
THREE,2,Bengali,63-0,TIN
THREE,2,Nepali_List,64-0,TIN
THREE,2,Khaskura,65-0,TIN
TONGUE,1,Greek_ML,66-0,GLOSSA
TONGUE,1,Greek_MD,67-0,GLOSSA
TONGUE,1,Greek_Mod,68-0,GHLOSA
TONGUE,1,Greek_D,69-0,GLOSSA
TONGUE,1,Greek_K,70-0,GLOSSA
TONGUE,2,Irish_A,01-0,TEANGA
TONGUE,2,Irish_B,02-0,TEANGA
TONGUE,2,Irish_B,02-1,AN
TONGUE,2,Irish_B,02-2,ANNA
TONGUE,2,German_ST,24-0,ZUNGE
TONGUE,2,Penn_Dutch,25-0,ZUUNG
TONGUE,2,Dutch_List,26-0,TONG
TONGUE,2,Afrikaans,27-0,TONG
TONGUE,2,Flemish,28-0,TONG
TONGUE,2,Frisian,29-0,TONGE
TONGUE,2,Swedish_Up,30-0,TUNGA
TONGUE,2,Swedish_VL,31-0,TONGA
TONGUE,2,Swedish_List,32-0,TUNGA
TONGUE,2,Danish,33-0,TUNGE
TONGUE,2,Riksmal,34-0,TUNGE
TONGUE,2,Icelandic_ST,35-0,TUNGA
TONGUE,2,Faroese,36-0,TUNGA
TONGUE,2,English,37-0,TONGUE
TONGUE,2,Sranan,38-0,TONGO
TONGUE,3,Albanian_T,80-0,GJUHE
TONGUE,3,Albanian_Top,81-0,GUE
TONGUE,3,Albanian_G,82-0,GJUHENA
TONGUE,3,Albanian_K,83-0,GLHUXE
TONGUE,3,ALbanian_C,84-0,GLUX
TONGUE,4,Kashmiri,57-0,ZEV
TONGUE,4,Afghan,74-0,ZEBA
TONGUE,4,Waziri,75-0,ZHEBBA
TONGUE,4,Persian_List,76-0,ZABAN
TONGUE,4,Tadzik,77-0,ZABON
TONGUE,4,Baluchi,78-0,ZAWAN
TONGUE,5,Slovenian,42-0,JEZIK
TONGUE,5,Lusatian_L,43-0,JEZYK
TONGUE,5,Lusatian_U,44-0,JAZYK
TONGUE,5,Czech,45-0,JAZYK
TONGUE,5,Slovak,46-0,JAZYK
TONGUE,5,Czech_E,47-0,JAZIK
TONGUE,5,Ukrainian,48-0,JAZYK
TONGUE,5,Byelorussian,49-0,JAZYK
TONGUE,5,Polish,50-0,JEZYK
TONGUE,5,Russian,51-0,JAZYK
TONGUE,5,Macedonian,52-0,JAZIK
TONGUE,5,Bulgarian,53-0,EZIK
TONGUE,5,Serbocroatian,54-0,JEZIK
TONGUE,5,Wakhi,79-0,ZIK
TONGUE,6,Welsh_N,03-0,TAFOD
TONGUE,6,Welsh_C,04-0,TAFOD
TONGUE,6,Breton_List,05-0,TEOD
TONGUE,6,Breton_SE,06-0,TEAD
TONGUE,6,Breton_ST,07-0,TEOD
TONGUE,7,Romanian_List,08-0,LIMBA
TONGUE,7,Vlach,09-0,LIMBE
TONGUE,7,Sardinian_N,17-0,LIMBA
TONGUE,7,Sardinian_L,18-0,LIMBA
TONGUE,8,Italian,10-0,LINGUA
TONGUE,8,Ladin,11-0,LAUNGIA
TONGUE,8,Provencal,12-0,LENGO
TONGUE,8,French,13-0,LANGUE
TONGUE,8,Walloon,14-0,LINWE
TONGUE,8,French_Creole_C,15-0,LAN
TONGUE,8,French_Creole_D,16-0,LAN
TONGUE,8,Sardinian_C,19-0,LINGUA
TONGUE,8,Spanish,20-0,LENGUA
TONGUE,8,Portuguese_ST,21-0,LINGUA
TONGUE,8,Brazilian,22-0,LINGUA
TONGUE,8,Catalan,23-0,LLENGUA
TONGUE,9,Lithuanian_O,39-0,LIEZUVIS
TONGUE,9,Lithuanian_ST,40-0,LIEZUVIS
TONGUE,9,Armenian_Mod,71-0,LEZU
TONGUE,9,Armenian_List,72-0,LEZOO
TONGUE,10,Marathi,58-0,JIBH
TONGUE,10,Gujarati,59-0,JIB
TONGUE,10,Panjabi_ST,60-0,JIB
TONGUE,10,Lahnda,61-0,JIBH
TONGUE,10,Hindi,62-0,JIBH
TONGUE,10,Bengali,63-0,JIB
TONGUE,10,Nepali_List,64-0,JIBRO
TONGUE,10,Khaskura,65-0,JIBRO
TOOTH,1,Latvian,41-0,ZOBS
TOOTH,1,Slovenian,42-0,OD-NAPREJ-ZOBY
TOOTH,1,Lusatian_L,43-0,ZUB
TOOTH,1,Lusatian_U,44-0,ZUB
TOOTH,1,Czech,45-0,ZUB
TOOTH,1,Slovak,46-0,ZUB
TOOTH,1,Czech_E,47-0,ZUP
TOOTH,1,Ukrainian,48-0,ZUB
TOOTH,1,Byelorussian,49-0,ZUB
TOOTH,1,Polish,50-0,ZAB
TOOTH,1,Russian,51-0,ZUB
TOOTH,1,Macedonian,52-0,ZAB
TOOTH,1,Macedonian,52-1,ZABI
TOOTH,1,Bulgarian,53-0,ZEB
TOOTH,1,Serbocroatian,54-0,ZUB
TOOTH,2,Singhalese,56-0,DATA
TOOTH,2,Marathi,58-0,DAT
TOOTH,2,Gujarati,59-0,DAT
TOOTH,2,Hindi,62-0,DAT
TOOTH,2,Bengali,63-0,DAT
TOOTH,2,Nepali_List,64-0,DAT
TOOTH,2,Baluchi,78-0,DATHAN
TOOTH,2,Albanian_T,80-0,DHEMB
TOOTH,2,Albanian_Top,81-0,DHEMP
TOOTH,2,Albanian_G,82-0,DHAM-B-I
TOOTH,2,Albanian_K,83-0,DHEMP
TOOTH,2,ALbanian_C,84-0,DHEMB
TOOTH,2,Welsh_N,03-0,DANT
TOOTH,2,Welsh_C,04-0,DANT
TOOTH,2,Breton_List,05-0,DANT
TOOTH,2,Breton_SE,06-0,DANT
TOOTH,2,Breton_ST,07-0,DANT
TOOTH,2,Romanian_List,08-0,DINTE
TOOTH,2,Vlach,09-0,DINC
TOOTH,2,Italian,10-0,DENTE
TOOTH,2,Ladin,11-0,DAINT
TOOTH,2,Provencal,12-0,DENT
TOOTH,2,French,13-0,DENT
TOOTH,2,Walloon,14-0,DINT
TOOTH,2,French_Creole_C,15-0,DA
TOOTH,2,French_Creole_D,16-0,DA
TOOTH,2,Sardinian_N,17-0,DENTE
TOOTH,2,Sardinian_L,18-0,DENTE
TOOTH,2,Sardinian_C,19-0,DENTI
TOOTH,2,Spanish,20-0,DIENTE
TOOTH,2,Portuguese_ST,21-0,DENTE
TOOTH,2,Brazilian,22-0,DENTE
TOOTH,2,Catalan,23-0,DENT
TOOTH,2,German_ST,24-0,ZAHN
TOOTH,2,Dutch_List,26-0,TAND
TOOTH,2,Afrikaans,27-0,TAND
TOOTH,2,Flemish,28-0,TAND
TOOTH,2,Swedish_Up,30-0,TAND
TOOTH,2,Swedish_Up,30-1,FRAMTAND
TOOTH,2,Swedish_VL,31-0,TAN
TOOTH,2,Swedish_VL,31-1,FRAMTAN
TOOTH,2,Swedish_List,32-0,TAND
TOOTH,2,Danish,33-0,TAND
TOOTH,2,Riksmal,34-0,TANN
TOOTH,2,Icelandic_ST,35-0,TONN
TOOTH,2,Faroese,36-0,TONN
TOOTH,2,Lithuanian_O,39-0,DANTIS
TOOTH,2,Lithuanian_ST,40-0,DANTIS
TOOTH,2,Romani,55-0,DANT
TOOTH,2,Kashmiri,57-0,DAND
TOOTH,2,Panjabi_ST,60-0,DEND
TOOTH,2,Lahnda,61-0,DEND
TOOTH,2,Khaskura,65-0,DANT
TOOTH,2,Greek_ML,66-0,DONTI
TOOTH,2,Greek_MD,67-0,DONTI
TOOTH,2,Greek_Mod,68-0,DHONDI
TOOTH,2,Greek_D,69-0,DONTI
TOOTH,2,Ossetic,73-0,DAENDAG
TOOTH,2,Persian_List,76-0,DANDAN
TOOTH,2,Tadzik,77-0,DANDON
TOOTH,2,Wakhi,79-0,DENDUK
TREE,1,Lusatian_L,43-0,STROM
TREE,1,Lusatian_U,44-0,STOM
TREE,1,Czech,45-0,STROM
TREE,1,Slovak,46-0,STROM
TREE,1,Czech_E,47-0,STROM
TREE,2,German_ST,24-0,BAUM
TREE,2,Penn_Dutch,25-0,BAWM
TREE,2,Dutch_List,26-0,BOOM
TREE,2,Afrikaans,27-0,BOOM
TREE,2,Flemish,28-0,BOOM
TREE,2,Frisian,29-0,BOME
TREE,2,Sranan,38-0,BOOM
TREE,3,Romanian_List,08-0,ARBORE
TREE,3,Vlach,09-0,ARBURI
TREE,3,Italian,10-0,ALBERO
TREE,3,Provencal,12-0,AUBRE
TREE,3,French,13-0,ARBRE
TREE,3,Walloon,14-0,ABE
TREE,3,Sardinian_L,18-0,ARBURE
TREE,3,Spanish,20-0,ARBOL
TREE,3,Portuguese_ST,21-0,ARVORE
TREE,3,Brazilian,22-0,ARVORE
TREE,3,Catalan,23-0,ARBRE
TREE,3,Catalan,23-1,ABRE
TREE,4,Panjabi_ST,60-0,DEREKHET
TREE,4,Lahnda,61-0,DREXT
TREE,4,Afghan,74-0,DIRAXT
TREE,4,Persian_List,76-0,DERAKHT
TREE,4,Tadzik,77-0,DARAXT
TREE,4,Baluchi,78-0,DRASHK
TREE,4,Wakhi,79-0,DERUXT
TREE,5,Swedish_Up,30-0,TRA
TREE,5,Swedish_VL,31-0,TRE
TREE,5,Swedish_VL,31-1,TRA
TREE,5,Swedish_List,32-0,TRAD
TREE,5,Danish,33-0,TRAE
TREE,5,Riksmal,34-0,TRE
TREE,5,Icelandic_ST,35-0,TRE
TREE,5,Faroese,36-0,TRAE
TREE,5,English,37-0,TREE
TREE,5,Slovenian,42-0,DREV
TREE,5,Ukrainian,48-0,DEREVO
TREE,5,Byelorussian,49-0,DREVA
TREE,5,Polish,50-0,DRZEWO
TREE,5,Russian,51-0,DEREVO
TREE,5,Macedonian,52-0,DRVO
TREE,5,Bulgarian,53-0,DERVO
TREE,5,Serbocroatian,54-0,DRVO
TREE,6,Greek_ML,66-0,DENDRO
TREE,6,Greek_MD,67-0,DENTRO
TREE,6,Greek_Mod,68-0,DHENDRO
TREE,6,Greek_D,69-0,DENTRO
TREE,6,Greek_K,70-0,DENDRON
TREE,6,Albanian_K,83-0,DHENDRO
TWO,1,German_ST,24-0,ZWEI
TWO,1,Penn_Dutch,25-0,ZWAY
TWO,1,Dutch_List,26-0,TWEE
TWO,1,Afrikaans,27-0,TWEE
TWO,1,Flemish,28-0,TWEE
TWO,1,Icelandic_ST,35-0,TVEIR
TWO,1,Faroese,36-0,TVEIR
TWO,1,Lithuanian_O,39-1,DVI
TWO,1,Lithuanian_ST,40-1,DVI
TWO,1,Vlach,09-0,DWAWE
TWO,1,Frisian,29-0,TWA
TWO,1,Swedish_Up,30-0,TVA
TWO,1,Swedish_VL,31-0,TZVA
TWO,1,Swedish_List,32-0,TVA
TWO,1,Slovenian,42-0,DUA
TWO,1,Lusatian_L,43-0,DWA
TWO,1,Lusatian_U,44-0,DWAJ
TWO,1,Czech,45-0,DVA
TWO,1,Czech,45-1,DVE
TWO,1,Slovak,46-0,DVA
TWO,1,Czech_E,47-0,DVA
TWO,1,Ukrainian,48-0,DVA
TWO,1,Ukrainian,48-1,DVOJE
TWO,1,Byelorussian,49-0,DVA
TWO,1,Polish,50-0,DWA
TWO,1,Russian,51-0,DVA
TWO,1,Macedonian,52-0,DVA
TWO,1,Macedonian,52-1,DVE
TWO,1,Bulgarian,53-0,DVE
TWO,1,Serbocroatian,54-0,DVA
TWO,1,Afghan,74-0,DVA
TWO,1,Waziri,75-0,DWA
TWO,1,Albanian_T,80-0,DY
TWO,1,Albanian_Top,81-0,DY
TWO,1,Albanian_G,82-0,DY
TWO,1,Albanian_K,83-0,DI
TWO,1,ALbanian_C,84-0,DI
TWO,1,Irish_A,01-0,DO
TWO,1,Irish_B,02-0,DA
TWO,1,Welsh_N,03-0,DAU
TWO,1,Welsh_C,04-0,DAU
TWO,1,Breton_List,05-0,DAOU
TWO,1,Breton_SE,06-0,DEU
TWO,1,Breton_ST,07-0,DAOU
TWO,1,Romanian_List,08-0,DOI
TWO,1,Italian,10-0,DUE
TWO,1,Ladin,11-0,DUOS
TWO,1,Provencal,12-0,DOUS
TWO,1,Provencal,12-1,DOS
TWO,1,French,13-0,DEUX
TWO,1,Walloon,14-0,DEUS
TWO,1,French_Creole_C,15-0,DE
TWO,1,French_Creole_D,16-0,DE
TWO,1,Sardinian_N,17-0,DUOS
TWO,1,Sardinian_L,18-0,DUOS
TWO,1,Sardinian_C,19-0,DUSU
TWO,1,Spanish,20-0,DOS
TWO,1,Portuguese_ST,21-0,DOUS
TWO,1,Brazilian,22-0,DOIS
TWO,1,Catalan,23-0,DOS
TWO,1,Danish,33-0,TO
TWO,1,Riksmal,34-0,TO
TWO,1,English,37-0,TWO
TWO,1,Sranan,38-0,TOE
TWO,1,Lithuanian_O,39-0,DU
TWO,1,Lithuanian_ST,40-0,DU
TWO,1,Romani,55-0,DUI
TWO,1,Panjabi_ST,60-0,DO
TWO,1,Lahnda,61-0,DU
TWO,1,Hindi,62-0,DO
TWO,1,Bengali,63-0,DUI
TWO,1,Nepali_List,64-0,DUI
TWO,1,Khaskura,65-0,DUITA
TWO,1,Khaskura,65-1,DUI
TWO,1,Greek_ML,66-0,DUO
TWO,1,Greek_MD,67-0,DUO
TWO,1,Greek_Mod,68-0,DHIO
TWO,1,Greek_D,69-0,DUO
TWO,1,Greek_K,70-0,DUO
TWO,1,Ossetic,73-0,DUUAE
TWO,1,Persian_List,76-0,DO
TWO,1,Tadzik,77-0,DU
TWO,1,Baluchi,78-0,DO
WARM,1,German_ST,24-0,WARM
WARM,1,Penn_Dutch,25-0,WAAREM
WARM,1,Dutch_List,26-0,WARM
WARM,1,Afrikaans,27-0,WARM
WARM,1,Flemish,28-0,WARM
WARM,1,Frisian,29-0,WAERM
WARM,1,Swedish_Up,30-0,VARM
WARM,1,Swedish_VL,31-0,VARM
WARM,1,Swedish_List,32-0,VARM
WARM,1,Danish,33-0,VARM
WARM,1,Riksmal,34-0,VARM
WARM,1,English,37-0,WARM
WARM,1,Sranan,38-0,WARAM
WARM,1,Marathi,58-0,GEREM
WARM,1,Gujarati,59-0,GEREM
WARM,1,Panjabi_ST,60-0,GEREM
WARM,1,Lahnda,61-0,GERMI
WARM,1,Hindi,62-0,GEREM
WARM,1,Bengali,63-0,GOROM
WARM,1,Greek_K,70-0,THERMOS
WARM,1,Ossetic,73-0,X*ARM
WARM,1,Persian_List,76-0,GARM
WARM,1,Tadzik,77-0,GARM
WARM,1,Baluchi,78-0,GARM
WARM,1,Wakhi,79-0,GERM
WARM,2,Ladin,11-0,CHOD
WARM,2,Provencal,12-0,CAUD
WARM,2,Provencal,12-1,AUDO
WARM,2,French,13-0,CHAUD
WARM,2,Walloon,14-0,TCHOD
WARM,2,French_Creole_C,15-0,SO
WARM,2,French_Creole_D,16-0,SO
WARM,3,Lusatian_L,43-0,SOPLY
WARM,3,Lusatian_U,44-0,COPLY
WARM,3,Czech,45-0,TEPLY
WARM,3,Slovak,46-0,TEPLY
WARM,3,Czech_E,47-0,TEPLE
WARM,3,Ukrainian,48-0,TEPLYJ
WARM,3,Byelorussian,49-0,CEPLY
