Word,Cognate_Set,Language,Language_No,Word_form
TO_FLOW,2,Breton_ST,07-0,REDEK
TO_FLOW,2,Albanian_T,80-0,ME-RJEDHUR
TO_FLOW,2,Albanian_Top,81-0,RIETH
TO_FLOW,2,Albanian_Top,81-1,RODHA
TO_FLOW,2,Albanian_G,82-0,RRJEDH
TO_FLOW,2,Albanian_K,83-0,RETH
TO_FLOW,3,Italian,10-0,FLUIRE
TO_FLOW,3,Ladin,11-0,FLUIR
TO_FLOW,3,Spanish,20-0,FLUIR
TO_FLOW,3,German_ST,24-0,FLIESSEN
TO_FLOW,3,Swedish_Up,30-0,FLYTA
TO_FLOW,3,Swedish_VL,31-0,FLYT
TO_FLOW,3,Swedish_List,32-0,FLYTA
TO_FLOW,3,Danish,33-0,FLYDE
TO_FLOW,3,English,37-0,FLOW
TO_FLOW,3,Latvian,41-0,PLUST
TO_FLOW,3,Slovenian,42-0,PLAVATI
TO_FLOW,3,Slovak,46-0,PLYNUT
TO_FLOW,3,Byelorussian,49-0,PLYC*
TO_FLOW,4,Dutch_List,26-0,STROOMEN
TO_FLOW,4,Afrikaans,27-0,STROOM
TO_FLOW,4,Flemish,28-0,STROMEN
TO_FLOW,4,Frisian,29-0,STROME
TO_FLOW,4,Swedish_List,32-1,STROMMA
TO_FLOW,4,Swedish_Up,30-0,RINNA
TO_FLOW,4,Swedish_VL,31-0,RIN
TO_FLOW,4,Swedish_List,32-0,RINNA
TO_FLOW,4,Riksmal,34-0,RENNE
TO_FLOW,4,Icelandic_ST,35-0,RENNA
TO_FLOW,4,Faroese,36-0,RENNA
TO_FLOW,4,Sranan,38-0,RON
TO_FLOW,5,Italian,10-0,COLARE
TO_FLOW,5,Provencal,12-0,COULA
TO_FLOW,5,French,13-0,COULER
TO_FLOW,5,Walloon,14-0,COLER
TO_FLOW,5,French_Creole_C,15-0,KULE
TO_FLOW,5,French_Creole_D,16-0,KULE
TO_FLOW,6,Romanian_List,08-0,CURGE
TO_FLOW,6,Italian,10-0,SCORRERE
TO_FLOW,6,Sardinian_N,17-0,ISKURRERE
TO_FLOW,6,Sardinian_L,18-0,ISCURRERE
TO_FLOW,6,Sardinian_C,19-0,KURRI
TO_FLOW,6,Portuguese_ST,21-0,CORRER
TO_FLOW,6,Brazilian,22-0,ESCORRER
TO_FLOW,6,Catalan,23-0,CORRER
TO_FLOW,7,Kashmiri,57-0,WAHUN
TO_FLOW,7,Marathi,58-0,VAHNE.
TO_FLOW,7,Gujarati,59-0,WEHEWU
TO_FLOW,7,Panjabi_ST,60-0,VEGNA
TO_FLOW,7,Lahnda,61-0,WAWEN
TO_FLOW,7,Hindi,62-0,BEHNA
TO_FLOW,7,Nepali_List,64-0,BAGNU
TO_FLOW,7,Nepali_List,64-1,BAHANU
TO_FLOW,7,Khaskura,65-0,BAHANU
TO_FLOW,7,Khaskura,65-1,BAGNU
TO_FLOW,7,Afghan,74-0,BAHEDEL
TO_FLOW,7,Waziri,75-0,BAIYEDEL
TO_FLOW,7,Baluchi,78-0,BAHAGH
TO_FLOW,7,Baluchi,78-1,BAHITHA
TO_FLY,1,Greek_ML,66-0,PETO
TO_FLY,1,Greek_MD,67-0,PETO
TO_FLY,1,Greek_Mod,68-0,PETO
TO_FLY,1,Greek_D,69-0,PETAO
TO_FLY,2,Italian,10-0,VOLARE
TO_FLY,2,Ladin,11-0,SVOLER
TO_FLY,2,Provencal,12-0,VOULA
TO_FLY,2,French,13-0,VOLER
TO_FLY,2,Walloon,14-0,VOLER
TO_FLY,2,French_Creole_C,15-0,VOLE
TO_FLY,2,French_Creole_D,16-0,VOLE
TO_FLY,2,Sardinian_N,17-0,VOLARE
TO_FLY,2,Sardinian_L,18-0,BOLARE
TO_FLY,2,Sardinian_C,19-0,BOLAI
TO_FLY,2,Spanish,20-0,VOLAR
TO_FLY,2,Portuguese_ST,21-0,VOAR
TO_FLY,2,Brazilian,22-0,VOAR
TO_FLY,3,German_ST,24-0,FLIEGEN
TO_FLY,3,Penn_Dutch,25-0,FLIEK
TO_FLY,3,Dutch_List,26-0,VLIEGEN
TO_FLY,3,Afrikaans,27-0,VLIE
TO_FLY,3,Afrikaans,27-1,VLIEG
TO_FLY,3,Flemish,28-0,VLIEGEN
TO_FLY,3,Swedish_Up,30-0,FLYGA
TO_FLY,3,Swedish_VL,31-0,FLYG
TO_FLY,3,Swedish_List,32-0,FLYGA
TO_FLY,3,Danish,33-0,FLYVE
TO_FLY,3,Riksmal,34-0,FLY
TO_FLY,3,Icelandic_ST,35-0,FLJUGA
TO_FLY,3,Faroese,36-0,FLUGVA
TO_FLY,3,English,37-0,FLY
TO_FLY,3,Sranan,38-0,FLEI
TO_FLY,4,Irish_A,01-0,EITILT
TO_FLY,4,Irish_B,02-0,EITLIM
TO_FLY,4,Irish_B,02-1,EITILLIGHIM
TO_FLY,4,Irish_B,02-2,EITIM
TO_FLY,5,Kashmiri,57-0,WUPHUN
TO_FLY,5,Kashmiri,57-1,WUDUN
TO_FLY,5,Marathi,58-0,UDNE.
TO_FLY,5,Gujarati,59-0,URWU
TO_FLY,5,Panjabi_ST,60-0,UDDENA
TO_FLY,5,Lahnda,61-0,UDDEN
TO_FLY,5,Hindi,62-0,URNA
TO_FLY,5,Nepali_List,64-0,URNU
TO_FLY,5,Khaskura,65-0,URNU
TO_FLY,6,Lithuanian_ST,40-0,LEKTI
TO_FLY,6,Slovenian,42-0,LETETI
TO_FLY,6,Lusatian_L,43-0,LESES
TO_FLY,6,Lusatian_U,44-0,LECEC
TO_FLY,6,Czech,45-0,LETATI
TO_FLY,6,Slovak,46-0,LETET
TO_FLY,6,Czech_E,47-0,LETAT
TO_FLY,6,Ukrainian,48-0,LITATY
TO_FLY,6,Byelorussian,49-0,LETAC*
TO_FLY,6,Polish,50-0,LECIEC
TO_FLY,6,Russian,51-0,LETET
TO_FLY,6,Macedonian,52-0,LETNE
TO_FLY,6,Bulgarian,53-0,DALETI
TO_FLY,6,Serbocroatian,54-0,LETETI
TO_FLY,7,Albanian_T,80-0,ME-FLYTURUAR
TO_FLY,7,Albanian_Top,81-0,FLUTURON
TO_FLY,7,Albanian_Top,81-1,FLUTUROVA
TO_FLY,7,Albanian_G,82-0,FLUTEROJ
TO_FLY,7,Albanian_K,83-0,FURTULON
TO_FLY,7,ALbanian_C,84-0,FLUTURON
TO_FLY,7,Romanian_List,08-0,FLUTURE
TO_FREEZE,1,Greek_ML,66-0,PAGONO
TO_FREEZE,1,Greek_MD,67-0,PAGONO
TO_FREEZE,1,Greek_Mod,68-0,INE-PAGHONYA
TO_FREEZE,1,Greek_D,69-0,PAGONO
TO_FREEZE,2,Gujarati,59-0,JHAMEWU
TO_FREEZE,2,Gujarati,59-1,JHAMI-JEWU
TO_FREEZE,2,Panjabi_ST,60-0,JEMMENA
TO_FREEZE,2,Lahnda,61-0,JEMMEN
TO_FREEZE,2,Hindi,62-0,JEMNA
TO_FREEZE,2,Bengali,63-0,JOMAT+BADHANO
TO_FREEZE,2,Nepali_List,64-0,JAMNU
TO_FREEZE,3,Slovenian,42-0,ZMRZNE
TO_FREEZE,3,Lusatian_L,43-0,MARZNUS
TO_FREEZE,3,Lusatian_U,44-0,MJERZNYC
TO_FREEZE,3,Czech,45-0,MRZNOUTI
TO_FREEZE,3,Slovak,46-0,MRZNUT
TO_FREEZE,3,Czech_E,47-0,ZMRZNUT
TO_FREEZE,3,Ukrainian,48-0,MERZNUTY
TO_FREEZE,3,Byelorussian,49-0,ZJAMARATYVAC*
TO_FREEZE,3,Polish,50-0,ZAMARZAC
TO_FREEZE,3,Russian,51-0,ZAMERZAT
TO_FREEZE,3,Macedonian,52-0,MRAZI
TO_FREEZE,3,Macedonian,52-1,MRZNE
TO_FREEZE,3,Bulgarian,53-0,DA-ZAMREZVA
TO_FREEZE,3,Albanian_G,82-0,MERDHIF
TO_FREEZE,4,Ossetic,73-0,IX-KAENYN
TO_FREEZE,4,Afghan,74-0,JAX-KEDEL
TO_FREEZE,4,Persian_List,76-0,YAKH-BASTAN
TO_FREEZE,4,Tadzik,77-0,JAX-KARDAN
TO_FREEZE,4,Tadzik,77-1,JAX-BASTAN
TO_FREEZE,5,Italian,10-0,GELARE
TO_FREEZE,5,Ladin,11-0,DSCHLER
TO_FREEZE,5,Provencal,12-0,GELA
TO_FREEZE,5,Provencal,12-1,JALA
TO_FREEZE,5,French,13-0,GELER
TO_FREEZE,5,Walloon,14-0,DJALER
TO_FREEZE,5,French_Creole_C,15-0,ZELE
TO_FREEZE,5,French_Creole_D,16-0,ZELE
TO_FREEZE,5,Sardinian_L,18-0,GHELARE
TO_FREEZE,5,Sardinian_C,19-0,GELAI
TO_FREEZE,5,Spanish,20-0,HELAR
TO_FREEZE,5,Portuguese_ST,21-0,GELAR
TO_FREEZE,5,Brazilian,22-0,GELAR
TO_FREEZE,5,Catalan,23-0,GELAR
TO_FREEZE,6,German_ST,24-0,FRIEREN
TO_FREEZE,6,Dutch_List,26-0,VRIEZEN
TO_FREEZE,6,Afrikaans,27-0,VRIES
TO_FREEZE,6,Flemish,28-0,BEVRIEZEN
TO_FREEZE,6,Frisian,29-0,FRIEZE
TO_FREEZE,6,Swedish_Up,30-0,FRYSA
TO_FREEZE,6,Swedish_VL,31-0,FRYS
TO_FREEZE,6,Swedish_List,32-0,FRYSA
TO_FREEZE,6,Danish,33-0,FRYSE
TO_FREEZE,6,Riksmal,34-0,FRYSE
TO_FREEZE,6,Icelandic_ST,35-0,FRJOSA
TO_FREEZE,6,Faroese,36-0,FRYSTA
TO_FREEZE,6,English,37-0,FREEZE
TO_FREEZE,7,Irish_A,01-0,REODHADH
TO_FREEZE,7,Irish_B,02-0,DO-RHIOCADH
TO_FREEZE,7,Irish_B,02-1,DO-REOILEACADH
TO_FREEZE,7,Welsh_N,03-0,RHEWI
TO_FREEZE,7,Welsh_C,04-0,RHEWI
TO_FREEZE,7,Breton_List,05-0,REVI
TO_FREEZE,7,Breton_List,05-1,RIVA
TO_FREEZE,7,Breton_SE,06-0,REUEIN
TO_FREEZE,7,Breton_ST,07-0,REVIN
TO_FREEZE,8,Lithuanian_ST,40-0,SALDYTI
TO_FREEZE,8,Lithuanian_O,39-0,SALDYTI
TO_FREEZE,8,Latvian,41-0,SALT
TO_FREEZE,8,Serbocroatian,54-0,SLEDITI-SE
TO_GIVE,1,German_ST,24-0,GEBEN
TO_GIVE,1,Penn_Dutch,25-0,GEP
TO_GIVE,1,Dutch_List,26-0,GEVEN
TO_GIVE,1,Afrikaans,27-0,GEE
TO_GIVE,1,Flemish,28-0,GEVEN
TO_GIVE,1,Swedish_Up,30-0,GE
TO_GIVE,1,Swedish_Up,30-1,GIVA
TO_GIVE,1,Swedish_VL,31-0,JE
TO_GIVE,1,Swedish_List,32-0,GIVA
TO_GIVE,1,Danish,33-0,GIVE
TO_GIVE,1,Riksmal,34-0,GI
TO_GIVE,1,Icelandic_ST,35-0,GEFA
TO_GIVE,1,Faroese,36-0,GEVA
TO_GIVE,1,English,37-0,GIVE
TO_GIVE,1,Sranan,38-0,GI
TO_GIVE,2,Albanian_Top,81-1,DHASE
TO_GIVE,2,Romanian_List,08-0,DA
TO_GIVE,2,Vlach,09-0,DAU
TO_GIVE,2,Italian,10-0,DARE
TO_GIVE,2,Ladin,11-0,DER
TO_GIVE,2,Provencal,12-0,DOUNA
TO_GIVE,2,French,13-0,DONNER
TO_GIVE,2,Walloon,14-0,DINER
TO_GIVE,2,Sardinian_N,17-0,DARE
TO_GIVE,2,Sardinian_L,18-0,DARE
TO_GIVE,2,Sardinian_C,19-0,DONAI
TO_GIVE,2,Spanish,20-0,DAR
TO_GIVE,2,Portuguese_ST,21-0,DAR
TO_GIVE,2,Brazilian,22-0,DAR
TO_GIVE,2,Catalan,23-0,DONAR
TO_GIVE,2,Lithuanian_O,39-0,DUOTI
TO_GIVE,2,Lithuanian_ST,40-0,DUOTI
TO_GIVE,2,Latvian,41-0,DOT
TO_GIVE,2,Slovenian,42-0,DATI
TO_GIVE,2,Slovenian,42-1,DAJ
TO_GIVE,2,Lusatian_L,43-0,DAS
TO_GIVE,2,Lusatian_U,44-0,DAC
TO_GIVE,2,Czech,45-0,DAVATI
TO_GIVE,2,Slovak,46-0,DAT
TO_GIVE,2,Czech_E,47-0,DAT
TO_GIVE,2,Ukrainian,48-0,DAVATY
TO_GIVE,2,Byelorussian,49-0,DAVAC*
TO_GIVE,2,Polish,50-0,DAWAC
TO_GIVE,2,Russian,51-0,DAVAT
TO_GIVE,2,Macedonian,52-0,DAVA
TO_GIVE,2,Bulgarian,53-0,DA-DAVA
TO_GIVE,2,Serbocroatian,54-0,DATI
TO_GIVE,2,Romani,55-0,DAV
TO_GIVE,2,Singhalese,56-0,DENAWA
TO_GIVE,2,Kashmiri,57-0,DYUNU
TO_GIVE,2,Marathi,58-0,DENE.
TO_GIVE,2,Panjabi_ST,60-0,DENA
TO_GIVE,2,Lahnda,61-0,DEWEN
TO_GIVE,2,Hindi,62-0,DENA
TO_GIVE,2,Bengali,63-0,DEOA
TO_GIVE,2,Nepali_List,64-0,DINU
TO_GIVE,2,Khaskura,65-0,DINU
TO_GIVE,2,Greek_ML,66-0,DINO
TO_GIVE,2,Greek_MD,67-0,DINO
TO_GIVE,2,Greek_Mod,68-0,DHINO
TO_GIVE,2,Greek_D,69-0,DINO
TO_GIVE,2,Greek_K,70-0,DIDO
TO_GIVE,2,Armenian_Mod,71-0,TAL
TO_GIVE,2,Armenian_List,72-0,DAL
TO_GIVE,2,Ossetic,73-0,DAETTYN
TO_GIVE,2,Waziri,75-0,DERKREL
TO_GIVE,2,Persian_List,76-0,DADAN
TO_GIVE,2,Tadzik,77-0,DODAN
TO_GIVE,2,Baluchi,78-0,DEAGH
TO_GIVE,2,Baluchi,78-1,DATHA
TO_GIVE,2,Albanian_T,80-0,ME-DHENE
TO_GIVE,3,Albanian_Top,81-0,JAP
TO_GIVE,3,Albanian_G,82-0,AP
TO_GIVE,3,Albanian_K,83-0,JAP
TO_GIVE,3,ALbanian_C,84-0,JAP
TO_GIVE,4,Welsh_N,03-0,RHODDI
TO_GIVE,4,Welsh_C,04-0,RHOI
TO_GIVE,4,Breton_List,05-0,REI
TO_GIVE,4,Breton_List,05-1,AOTREN
TO_GIVE,4,Breton_SE,06-0,REIN
TO_GIVE,4,Breton_ST,07-0,REIN
TO_HEAR,1,German_ST,24-0,HOREN
TO_HEAR,1,Penn_Dutch,25-0,HAIIR
TO_HEAR,1,Dutch_List,26-0,HOOREN
TO_HEAR,1,Afrikaans,27-0,HOOR
TO_HEAR,1,Flemish,28-0,HOOREN
TO_HEAR,1,Frisian,29-0,HEARE
TO_HEAR,1,Swedish_Up,30-0,HORA
TO_HEAR,1,Swedish_VL,31-0,HOR
TO_HEAR,1,Swedish_List,32-0,HORA
TO_HEAR,1,Danish,33-0,HORE
TO_HEAR,1,Riksmal,34-0,HORE
TO_HEAR,1,Icelandic_ST,35-0,HEYRA
TO_HEAR,1,Faroese,36-0,HOYRA
TO_HEAR,1,English,37-0,HEAR
TO_HEAR,2,Sardinian_C,19-0,INTENDI
TO_HEAR,2,Sardinian_L,18-0,INTENDERE
TO_HEAR,2,French_Creole_C,15-0,TAN
TO_HEAR,2,French_Creole_D,16-0,TAN
TO_HEAR,2,French,13-0,ENTENDRE
TO_HEAR,2,Provencal,12-0,ENTENDRE
TO_HEAR,2,Sardinian_N,17-0,INTENNERE
TO_HEAR,3,Vlach,09-0,AVDU
TO_HEAR,3,Italian,10-0,UDIRE
TO_HEAR,3,Ladin,11-0,UDIR
TO_HEAR,3,Walloon,14-0,ORE
TO_HEAR,3,Walloon,14-1,OYI
TO_HEAR,3,Spanish,20-0,OIR
TO_HEAR,3,Portuguese_ST,21-0,OUVIR
TO_HEAR,3,Brazilian,22-0,OUVIR
TO_HEAR,4,Welsh_N,03-0,CLYWED
TO_HEAR,4,Welsh_C,04-0,CLYWED
TO_HEAR,4,Breton_List,05-0,KLEVOUT
TO_HEAR,4,Breton_List,05-1,KLEVET
TO_HEAR,4,Breton_SE,06-0,KLEUEIN
TO_HEAR,4,Breton_ST,07-0,KLEVOUT
TO_HEAR,5,Lusatian_L,43-0,SLYSAS
TO_HEAR,5,Lusatian_U,44-0,SLYSEC
TO_HEAR,5,Czech,45-0,SLYSETI
TO_HEAR,5,Ukrainian,48-0,SLUXATY
TO_HEAR,5,Polish,50-0,SLYSZEC
TO_HEAR,5,Russian,51-0,SLYSAT
TO_HEAR,6,Panjabi_ST,60-0,SUNENA
TO_HEAR,6,Lahnda,61-0,SUNNEN
TO_HEAR,6,Hindi,62-0,SUNNA
TO_HEAR,6,Bengali,63-0,SONA
TO_HEAR,6,Nepali_List,64-0,SUNNU
TO_HEAR,6,Khaskura,65-0,SUNNU
TO_HEAR,6,Persian_List,76-0,SHENIDAN
TO_HEAR,6,Tadzik,77-0,SUNIDAN
TO_HEAR,7,Slovenian,42-0,CUJES
TO_HEAR,7,Slovak,46-0,CUT
TO_HEAR,7,Czech_E,47-0,CUT
TO_HEAR,7,Ukrainian,48-0,CUTY
TO_HEAR,7,Byelorussian,49-0,CUC*
TO_HEAR,7,Macedonian,52-0,DOCUE
TO_HEAR,7,Macedonian,52-1,CUE
TO_HEAR,7,Bulgarian,53-0,DA-CUVA
TO_HEAR,7,Serbocroatian,54-0,CUTI
TO_HEAR,8,Albanian_T,80-0,ME-DEGJUAR
TO_HEAR,8,Albanian_Top,81-0,DEGON
TO_HEAR,8,Albanian_Top,81-1,DEGOVA
TO_HEAR,8,Albanian_G,82-0,NDEGJOJ
TO_HEAR,9,Greek_ML,66-0,AKOUGO
TO_HEAR,9,Greek_MD,67-0,AKOUO
TO_HEAR,9,Greek_Mod,68-0,AKUO
TO_HEAR,9,Greek_D,69-0,AKOUO
TO_HEAR,9,Greek_K,70-0,AKOUO
TO_HIT,1,Italian,10-0,COLPIRE
TO_HIT,1,Ladin,11-0,COLPIR
TO_HIT,1,Sardinian_N,17-0,KURPIRE
TO_HIT,1,Sardinian_L,18-0,COLPIRE
TO_HIT,1,Spanish,20-0,GOLPEAR
TO_HIT,1,Brazilian,22-0,GOLPEAR
TO_HIT,1,Catalan,23-0,COPEJAR
TO_HIT,2,German_ST,24-0,SCHLAGEN
TO_HIT,2,Penn_Dutch,25-0,SCHLOCK
TO_HIT,2,Afrikaans,27-0,SLAAN
TO_HIT,2,Flemish,28-0,SLAEN
TO_HIT,2,Frisian,29-0,SLAEN
TO_HIT,2,Swedish_VL,31-0,SLA-SLA
TO_HIT,2,Swedish_List,32-0,SLA
TO_HIT,2,Riksmal,34-0,SLA
TO_HIT,2,Icelandic_ST,35-0,SLA
TO_HIT,2,Faroese,36-0,SLAA
TO_HIT,3,German_ST,24-0,TREFFEN
TO_HIT,3,Flemish,28-0,TREFFEN
TO_HIT,3,Swedish_Up,30-0,TRAFFA
TO_HIT,3,Danish,33-0,TRAEFFE
TO_HIT,4,Slovenian,42-0,UDARIT
TO_HIT,4,Lusatian_L,43-0,DERIS
TO_HIT,4,Lusatian_U,44-0,DYRIC
TO_HIT,4,Slovak,46-0,UDERIT
TO_HIT,4,Slovak,46-1,UDIERAT
TO_HIT,4,Czech_E,47-0,UDERIT
TO_HIT,4,Ukrainian,48-0,UDARJATY
TO_HIT,4,Byelorussian,49-0,UDARAC*
TO_HIT,4,Bulgarian,53-0,DA-UDARI
TO_HIT,4,Serbocroatian,54-0,UDARITI
TO_HIT,5,Czech_E,47-0,BIT
TO_HIT,5,Polish,50-0,BIC
TO_HIT,5,Russian,51-0,BIT
TO_HIT,5,Albanian_K,83-0,BIE
TO_HIT,6,Greek_ML,66-0,CHTUPO
TO_HIT,6,Greek_MD,67-0,CHTUPO
TO_HIT,6,Greek_Mod,68-0,KHTIPO
TO_HIT,6,Greek_K,70-0,KTUPO
TO_HIT,7,Singhalese,56-0,GAHANAWA
TO_HIT,7,Nepali_List,64-0,HANNU
TO_HIT,7,Khaskura,65-0,HANNU
TO_HIT,7,Baluchi,78-0,JANAGH
TO_HIT,8,Marathi,58-0,MARNE.
TO_HIT,8,Gujarati,59-0,MAREWU
TO_HIT,8,Panjabi_ST,60-0,THOKKER-MARNA
TO_HIT,8,Lahnda,61-0,MAREN
TO_HIT,8,Hindi,62-0,MARNA
TO_HIT,8,Bengali,63-0,MARA
TO_HIT,9,English,37-0,HIT
TO_HIT,9,Danish,33-0,HITTE
TO_HIT,9,Riksmal,34-0,HITTE
TO_HIT,9,Swedish_List,32-0,HITTA
TO_HOLD,1,Greek_MD,67-0,KRATO
TO_HOLD,1,Greek_Mod,68-0,KRATO
TO_HOLD,1,Greek_D,69-0,KRATAO
TO_HOLD,1,Greek_K,70-0,KRATO
TO_HOLD,2,Romanian_List,08-0,TINE
TO_HOLD,2,Italian,10-0,TENERE
TO_HOLD,2,Ladin,11-0,TGNAIR
TO_HOLD,2,Ladin,11-1,TEGNER
TO_HOLD,2,Provencal,12-0,TENI
TO_HOLD,2,French,13-0,TENIR
TO_HOLD,2,Walloon,14-0,TINI
TO_HOLD,2,Walloon,14-1,TINRE
TO_HOLD,2,Sardinian_L,18-0,TENNERE
TO_HOLD,2,Sardinian_C,19-0,TENNI
TO_HOLD,2,Spanish,20-0,TENER
TO_HOLD,2,Portuguese_ST,21-0,TER
TO_HOLD,2,Brazilian,22-0,TER
TO_HOLD,2,Catalan,23-0,TENIR
TO_HOLD,3,Albanian_T,80-0,ME-MBAJTUR
TO_HOLD,3,Albanian_Top,81-0,MBAN
TO_HOLD,3,Albanian_Top,81-1,MBAJTA
TO_HOLD,3,Albanian_K,83-0,MBAA-BAA
TO_HOLD,3,ALbanian_C,84-0,MBAN
TO_HOLD,4,Slovenian,42-0,DRZAT-U-RAKI
TO_HOLD,4,Lusatian_L,43-0,ZARZAS
TO_HOLD,4,Lusatian_U,44-0,DZERZEC
TO_HOLD,4,Czech,45-0,DRZETI
TO_HOLD,4,Slovak,46-0,DRZAT
TO_HOLD,4,Czech_E,47-0,DRZAT
TO_HOLD,4,Russian,51-0,DERZAT
TO_HOLD,4,Macedonian,52-0,DRZI
TO_HOLD,4,Bulgarian,53-0,DERZI
TO_HOLD,4,Serbocroatian,54-0,DRZATI
TO_HOLD,5,German_ST,24-0,HALTEN
TO_HOLD,5,Dutch_List,26-0,HOUDEN
TO_HOLD,5,Afrikaans,27-0,HOU
TO_HOLD,5,Flemish,28-0,VASTHOUDEN
TO_HOLD,5,Frisian,29-0,FESTHALDE
TO_HOLD,5,Frisian,29-1,HALDE
TO_HOLD,5,Swedish_Up,30-0,HALLA
TO_HOLD,5,Swedish_VL,31-0,HAL-HOL
TO_HOLD,5,Swedish_List,32-0,FAST-HALLA
TO_HOLD,5,Danish,33-0,HOLDE
TO_HOLD,5,Riksmal,34-0,HOLDE
TO_HOLD,5,Icelandic_ST,35-0,HALDA
TO_HOLD,5,Faroese,36-0,HALDA
TO_HOLD,5,English,37-0,HOLD
TO_HOLD,5,Sranan,38-0,HOLI
TO_HUNT,1,Breton_List,05-0,KAS-KUIT
TO_HUNT,1,Breton_ST,07-0,CHASEAL
TO_HUNT,1,Italian,10-0,ANDARE-A-CACCIA
TO_HUNT,1,Ladin,11-0,CHATSCHER
TO_HUNT,1,Provencal,12-0,CASSA
TO_HUNT,1,French,13-0,CHASSER
TO_HUNT,1,Walloon,14-0,TCHESSI
TO_HUNT,1,French_Creole_C,15-0,SASE
TO_HUNT,1,French_Creole_C,15-1,ALE-LASAS
TO_HUNT,1,French_Creole_D,16-0,SASE
TO_HUNT,1,Sardinian_N,17-0,KATHTHARE
TO_HUNT,1,Sardinian_L,18-0,CAZZARE
TO_HUNT,1,Sardinian_C,19-0,KASSAI
TO_HUNT,1,Spanish,20-0,CAZAR
TO_HUNT,1,Portuguese_ST,21-0,CACAR
TO_HUNT,1,Brazilian,22-0,CACAR
TO_HUNT,1,Catalan,23-0,CASSAR
TO_HUNT,1,Catalan,23-1,PERSEQUIR-LA-CASSA
TO_HUNT,2,Kashmiri,57-0,SHIKAR-KARUN
TO_HUNT,2,Marathi,58-0,SIKAR-KERNE.
TO_HUNT,2,Gujarati,59-0,SIKAR-KERWO
TO_HUNT,2,Panjabi_ST,60-0,SEKAR-KERNA
TO_HUNT,2,Lahnda,61-0,SIKAR-KHEDEN
TO_HUNT,2,Hindi,62-0,SIKAR-KERNA
TO_HUNT,2,Bengali,63-0,SIKAR-KORA
TO_HUNT,2,Nepali_List,64-0,SIKAR-KHELNU
TO_HUNT,2,Afghan,74-0,SKAR-KAVEL
TO_HUNT,2,Waziri,75-0,SHKORZAN
TO_HUNT,2,Persian_List,76-0,SHEKAR-KARDAN
TO_HUNT,2,Tadzik,77-0,SIKOR-KARDAN
TO_HUNT,2,Tadzik,77-1,SAJD-KARDAN
TO_HUNT,2,Baluchi,78-0,SHIKAR-KHANAGH-A-PHA
TO_HUNT,3,Lusatian_L,43-0,LOJS
TO_HUNT,3,Lusatian_U,44-0,LOJIC
TO_HUNT,3,Czech,45-0,LOVITI
TO_HUNT,3,Ukrainian,48-0,POLJUVATY
TO_HUNT,3,Polish,50-0,POLOWAC
TO_HUNT,3,Macedonian,52-0,LOV
TO_HUNT,3,Bulgarian,53-0,DA-XODIS-NA-LOV
TO_HUNT,3,Serbocroatian,54-0,LOVITI
TO_HUNT,4,German_ST,24-0,JAGEN
TO_HUNT,4,Dutch_List,26-0,JAGEN
TO_HUNT,4,Afrikaans,27-0,JAG
TO_HUNT,4,Afrikaans,27-1,JA
TO_HUNT,4,Afrikaans,27-2,JAE
TO_HUNT,4,Flemish,28-0,JAGEN
TO_HUNT,4,Frisian,29-0,JEIJE
TO_HUNT,4,Swedish_Up,30-0,JAGA
TO_HUNT,4,Swedish_VL,31-0,JAGA-JAGA
TO_HUNT,4,Swedish_List,32-0,JAGA
TO_HUNT,4,Danish,33-0,JAGE
TO_HUNT,4,Riksmal,34-0,GA-PA-JAKT
TO_HUNT,4,Slovenian,42-0,JAGAT
TO_HUNT,5,Penn_Dutch,25-0,HUUNT
TO_HUNT,5,English,37-0,HUNT
TO_HUNT,5,Sranan,38-0,HONTI
TO_HUNT,5,Slovak,46-0,HONIT
TO_HUNT,5,Czech_E,47-0,IT-NA-HON
TO_HUNT,5,Czech_E,47-1,HONYIT
TO_HUNT,6,Greek_ML,66-0,KUNEGO
TO_HUNT,6,Greek_MD,67-0,KUNEGO
TO_HUNT,6,Greek_Mod,68-0,KINIGHO
TO_HUNT,6,Greek_D,69-0,KUNEGAO
TO_HUNT,6,Greek_K,70-0,KUNEGO
TO_HUNT,6,Albanian_K,83-0,KINIJISIN
TO_KILL,1,Slovenian,42-0,UBIJAT
TO_KILL,1,Lusatian_L,43-0,ZABIS
TO_KILL,1,Lusatian_U,44-0,ZABIC
TO_KILL,1,Czech,45-0,ZABITI
TO_KILL,1,Slovak,46-0,ZABIT
TO_KILL,1,Czech_E,47-0,ZABIT
TO_KILL,1,Ukrainian,48-0,UBYVATY
TO_KILL,1,Byelorussian,49-0,ZABIVAC*
TO_KILL,1,Polish,50-0,ZABIJAC
TO_KILL,1,Russian,51-0,UBIVAT
TO_KILL,1,Macedonian,52-0,UBIVA
TO_KILL,1,Bulgarian,53-0,DA-UBIVA
TO_KILL,1,Serbocroatian,54-0,UBITI
TO_KILL,2,Provencal,12-0,TUA
TO_KILL,2,French,13-0,TUER
TO_KILL,2,Walloon,14-0,TOUWER
TO_KILL,2,French_Creole_C,15-0,CWE
TO_KILL,2,French_Creole_D,16-0,CWE
TO_KILL,3,Albanian_T,80-0,ME-VRARE
TO_KILL,3,Albanian_Top,81-0,VRAS
TO_KILL,3,Albanian_Top,81-1,VRAVA
TO_KILL,3,Albanian_G,82-0,VRAS
